run sep e_members phi f lambda elon_min elon_max sw_speed_mean sw_speed_std gamma tinit rinit vinit mean_residual arrtime_earth mae_t me_t rmse_t mstd_t
run_035 350 45 10.0000 0.7-1 34.0000 7.21756 24.7871 378 83 0.565556 2009-08-03T06:20 46 720 0.555556 2009-08-05T18:03:01.333 15.3758 15.3758 3.38993 3.42824
run_042 270 3 90.0000 0.7-1 34.0000 12.4600 31.6900 691 14 1.09333 2009-08-20T18:20 47 621 0.400000 2009-08-22T20:40:00.000 9.13333 -9.13333 0.595670 0.729543
run_042 280 56 80.0000 0.7-1 34.0000 12.5400 32.5200 418 102 0.313929 2009-08-20T18:20 47 680 0.775000 2009-08-22T23:15:00.000 6.55036 -6.55036 1.27330 1.28482
run_042 290 64 70.0000 0.7-1 34.0000 13.1600 34.0000 437 116 0.373906 2009-08-20T18:20 49 760 0.426562 2009-08-22T19:07:11.250 10.6800 -10.6800 0.935934 0.943332
run_042 300 76 60.0000 0.7-1 34.0000 11.9800 34.1900 475 137 0.301053 2009-08-20T17:02 46 813 0.400000 2009-08-22T13:38:58.421 16.1370 -16.1370 0.559231 0.562947
run_042 310 71 50.0000 0.7-1 34.0000 11.8600 34.6800 487 133 0.166901 2009-08-20T17:02 47 865 0.315493 2009-08-22T10:08:37.183 19.6430 -19.6430 0.529978 0.533751
run_042 320 55 40.0000 0.7-1 34.0000 11.4000 34.1100 512 134 0.116909 2009-08-20T17:02 48 915 0.269091 2009-08-22T07:12:00.000 22.5869 -22.5869 0.521504 0.526311
run_042 330 45 30.0000 0.7-1 34.0000 10.5900 32.3000 503 144 0.0906667 2009-08-20T17:02 50 971 0.200000 2009-08-22T04:44:53.333 25.0391 -25.0391 0.322785 0.326433
run_042 340 33 20.0000 0.7-1 34.0000 8.63667 29.1200 531 133 0.0909091 2009-08-20T17:02 47 1043 0.100000 2009-08-22T02:35:14.545 27.2042 -27.2042 0.320351 0.325318
run_042 350 15 10.0000 0.7-1 34.0000 7.00400 25.0260 590 120 0.0560000 2009-08-20T17:02 47 1094 0.180000 2009-08-21T23:31:04.000 30.2733 -30.2733 0.603619 0.624805
run_031 270 9 90.0000 0.7-1 34.0000 12.8900 32.0300 555 78 0.320000 2009-09-21T06:19 48 659 0.100000 2009-09-23T07:15:40.000 10.8233 -10.8233 0.516161 0.547471
run_031 280 19 80.0000 0.7-1 34.0000 13.0900 33.1542 531 70 0.242632 2009-09-21T06:19 48 671 0.289474 2009-09-23T07:11:06.316 10.8984 -10.8984 0.746347 0.766799
